sample	timestamp	elapsed_ms	captured_waits	capture_error	wait_key	requesting_trx_id	blocking_trx_id	object_schema	object_table	object_index	request_lock_type	request_lock_mode	request_lock_data	blocking_lock_type	blocking_lock_mode	blocking_lock_data	requesting_thread_id	requesting_processlist_id	requesting_sql	blocking_thread_id	blocking_processlist_id	blocking_sql
0	2026-09-24T22:51:53.620000834Z	0	0																			
1	2026-09-24T22:51:53.671067275Z	51	0																			
2	2026-09-24T22:51:53.721750568Z	101	0																			
3	2026-09-24T22:51:53.771441514Z	151	0																			
4	2026-09-24T22:51:53.821130837Z	201	0																			
5	2026-09-24T22:51:53.871752273Z	251	0																			
6	2026-09-24T22:51:53.92165171Z	301	0																			
7	2026-09-24T22:51:53.971400364Z	351	0																			
8	2026-09-24T22:51:54.021123943Z	401	0																			
9	2026-09-24T22:51:54.071801664Z	451	0																			
10	2026-09-24T22:51:54.121440711Z	501	0																			
11	2026-09-24T22:51:54.171967785Z	551	0																			
12	2026-09-24T22:51:54.22154504Z	601	0																			
13	2026-09-24T22:51:54.271135702Z	651	0																			
14	2026-09-24T22:51:54.321748323Z	701	0																			
15	2026-09-24T22:51:54.37133656Z	751	0																			
16	2026-09-24T22:51:54.421893552Z	801	0																			
17	2026-09-24T22:51:54.471358589Z	851	0																			
18	2026-09-24T22:51:54.521813342Z	901	0																			
19	2026-09-24T22:51:54.571262225Z	951	0																			
20	2026-09-24T22:51:54.621754676Z	1001	0																			
21	2026-09-24T22:51:54.671248867Z	1051	0																			
22	2026-09-24T22:51:54.721692979Z	1101	0																			
23	2026-09-24T22:51:54.77113332Z	1151	0																			
24	2026-09-24T22:51:54.821592218Z	1201	0																			
25	2026-09-24T22:51:54.871060136Z	1251	0																			
26	2026-09-24T22:51:54.921516457Z	1301	0																			
27	2026-09-24T22:51:54.971962635Z	1351	0																			
28	2026-09-24T22:51:55.021492738Z	1401	0																			
29	2026-09-24T22:51:55.071960498Z	1451	0																			
30	2026-09-24T22:51:55.121357779Z	1501	0																			
31	2026-09-24T22:51:55.171865716Z	1551	0																			
32	2026-09-24T22:51:55.221444001Z	1601	0																			
33	2026-09-24T22:51:55.270932203Z	1650	0																			
34	2026-09-24T22:51:55.321442043Z	1701	0																			
35	2026-09-24T22:51:55.371115951Z	1751	0																			
36	2026-09-24T22:51:55.42176161Z	1801	0																			
37	2026-09-24T22:51:55.471426591Z	1851	0																			
38	2026-09-24T22:51:55.521063134Z	1901	0																			
39	2026-09-24T22:51:55.571738925Z	1951	0																			
40	2026-09-24T22:51:55.621362275Z	2001	0																			
41	2026-09-24T22:51:55.671899669Z	2051	0																			
42	2026-09-24T22:51:55.721441651Z	2101	0																			
43	2026-09-24T22:51:55.770957148Z	2150	0																			
44	2026-09-24T22:51:55.821692078Z	2201	0																			
45	2026-09-24T22:51:55.87136521Z	2251	0																			
46	2026-09-24T22:51:55.921056834Z	2301	0																			
47	2026-09-24T22:51:55.971761901Z	2351	0																			
48	2026-09-24T22:51:56.021443421Z	2401	0																			
49	2026-09-24T22:51:56.071166232Z	2451	0																			
50	2026-09-24T22:51:56.121874997Z	2501	0																			
51	2026-09-24T22:51:56.171515841Z	2551	0																			
52	2026-09-24T22:51:56.221212905Z	2601	0																			
53	2026-09-24T22:51:56.271903454Z	2651	0																			
54	2026-09-24T22:51:56.321613006Z	2701	0																			
55	2026-09-24T22:51:56.371324589Z	2751	0																			
56	2026-09-24T22:51:56.421059973Z	2801	0																			
57	2026-09-24T22:51:56.471746333Z	2851	0																			
58	2026-09-24T22:51:56.521445442Z	2901	0																			
59	2026-09-24T22:51:56.571159805Z	2951	0																			
60	2026-09-24T22:51:56.621823821Z	3001	0																			
61	2026-09-24T22:51:56.671518155Z	3051	0																			
62	2026-09-24T22:51:56.721197943Z	3101	0																			
63	2026-09-24T22:51:56.771908061Z	3151	0																			
64	2026-09-24T22:51:56.821691104Z	3201	0																			
65	2026-09-24T22:51:56.871453234Z	3251	0																			
66	2026-09-24T22:51:56.921179277Z	3301	0																			
67	2026-09-24T22:51:56.971892835Z	3351	0																			
68	2026-09-24T22:51:57.021592478Z	3401	0																			
69	2026-09-24T22:51:57.071277634Z	3451	0																			
70	2026-09-24T22:51:57.121973297Z	3501	0																			
71	2026-09-24T22:51:57.171667785Z	3551	0																			
72	2026-09-24T22:51:57.221366987Z	3601	0																			
73	2026-09-24T22:51:57.271078226Z	3651	0																			
74	2026-09-24T22:51:57.321797538Z	3701	0																			
75	2026-09-24T22:51:57.37151975Z	3751	0																			
76	2026-09-24T22:51:57.42121742Z	3801	0																			
77	2026-09-24T22:51:57.471894795Z	3851	0																			
78	2026-09-24T22:51:57.521520821Z	3901	0																			
79	2026-09-24T22:51:57.571137932Z	3951	0																			
80	2026-09-24T22:51:57.621746842Z	4001	0																			
81	2026-09-24T22:51:57.671288579Z	4051	0																			
82	2026-09-24T22:51:57.721871326Z	4101	0																			
83	2026-09-24T22:51:57.771355609Z	4151	0																			
84	2026-09-24T22:51:57.821899339Z	4201	0																			
85	2026-09-24T22:51:57.871587098Z	4251	0																			
86	2026-09-24T22:51:57.921181451Z	4301	0																			
87	2026-09-24T22:51:57.971816796Z	4351	0																			
88	2026-09-24T22:51:58.021485898Z	4401	0																			
89	2026-09-24T22:51:58.071096267Z	4451	0																			
90	2026-09-24T22:51:58.121619646Z	4501	0																			
91	2026-09-24T22:51:58.171183282Z	4551	0																			
92	2026-09-24T22:51:58.2217663Z	4601	0																			
93	2026-09-24T22:51:58.271317613Z	4651	0																			
94	2026-09-24T22:51:58.321944862Z	4701	0																			
95	2026-09-24T22:51:58.371538046Z	4751	0																			
96	2026-09-24T22:51:58.421060596Z	4801	0																			
97	2026-09-24T22:51:58.471644487Z	4851	0																			
98	2026-09-24T22:51:58.521135172Z	4901	0																			
99	2026-09-24T22:51:58.571663519Z	4951	0																			
100	2026-09-24T22:51:58.621213431Z	5001	0																			
101	2026-09-24T22:51:58.671695902Z	5051	0																			
102	2026-09-24T22:51:58.721210051Z	5101	0																			
103	2026-09-24T22:51:58.771736094Z	5151	0																			
104	2026-09-24T22:51:58.821196638Z	5201	0																			
105	2026-09-24T22:51:58.871665142Z	5251	0																			
106	2026-09-24T22:51:58.921137274Z	5301	0																			
107	2026-09-24T22:51:58.971663975Z	5351	0																			
108	2026-09-24T22:51:59.021136916Z	5401	0																			
109	2026-09-24T22:51:59.071590925Z	5451	0																			
110	2026-09-24T22:51:59.121099533Z	5501	0																			
111	2026-09-24T22:51:59.171637185Z	5551	0																			
112	2026-09-24T22:51:59.221113973Z	5601	0																			
113	2026-09-24T22:51:59.27166532Z	5651	0																			
114	2026-09-24T22:51:59.321189631Z	5701	0																			
115	2026-09-24T22:51:59.371748835Z	5751	0																			
116	2026-09-24T22:51:59.421247045Z	5801	0																			
117	2026-09-24T22:51:59.47180554Z	5851	0																			
118	2026-09-24T22:51:59.521286457Z	5901	0																			
119	2026-09-24T22:51:59.57186747Z	5951	0																			
120	2026-09-24T22:51:59.621361077Z	6001	0																			
121	2026-09-24T22:51:59.67186199Z	6051	0																			
122	2026-09-24T22:51:59.721367642Z	6101	0																			
123	2026-09-24T22:51:59.771837043Z	6151	0																			
124	2026-09-24T22:51:59.821283801Z	6201	0																			
125	2026-09-24T22:51:59.871815944Z	6251	0																			
126	2026-09-24T22:51:59.92133195Z	6301	0																			
127	2026-09-24T22:51:59.971844862Z	6351	0																			
128	2026-09-24T22:52:00.021340048Z	6401	0																			
129	2026-09-24T22:52:00.071889107Z	6451	0																			
130	2026-09-24T22:52:00.121429278Z	6501	0																			
131	2026-09-24T22:52:00.171888786Z	6551	0																			
132	2026-09-24T22:52:00.221435747Z	6601	0																			
133	2026-09-24T22:52:00.271957668Z	6651	0																			
134	2026-09-24T22:52:00.32144041Z	6701	0																			
135	2026-09-24T22:52:00.371943523Z	6751	0																			
136	2026-09-24T22:52:00.421440065Z	6801	0																			
137	2026-09-24T22:52:00.47196303Z	6851	0																			
138	2026-09-24T22:52:00.521499052Z	6901	0																			
139	2026-09-24T22:52:00.571081021Z	6951	0																			
140	2026-09-24T22:52:00.621751581Z	7001	0																			
141	2026-09-24T22:52:00.671363599Z	7051	0																			
142	2026-09-24T22:52:00.721063598Z	7101	0																			
143	2026-09-24T22:52:00.771670438Z	7151	0																			
144	2026-09-24T22:52:00.821305934Z	7201	0																			
145	2026-09-24T22:52:00.870986275Z	7250	0																			
146	2026-09-24T22:52:00.921601621Z	7301	0																			
147	2026-09-24T22:52:00.971366973Z	7351	0																			
148	2026-09-24T22:52:01.021134484Z	7401	0																			
149	2026-09-24T22:52:01.071880814Z	7451	0																			
150	2026-09-24T22:52:01.121495076Z	7501	0																			
151	2026-09-24T22:52:01.171095377Z	7551	0																			
152	2026-09-24T22:52:01.221681943Z	7601	0																			
153	2026-09-24T22:52:01.271255136Z	7651	0																			
154	2026-09-24T22:52:01.321898629Z	7701	0																			
155	2026-09-24T22:52:01.371459268Z	7751	0																			
156	2026-09-24T22:52:01.421057573Z	7801	0																			
157	2026-09-24T22:52:01.471590462Z	7851	0																			
158	2026-09-24T22:52:01.521137965Z	7901	0																			
159	2026-09-24T22:52:01.571764317Z	7951	0																			
160	2026-09-24T22:52:01.621294115Z	8001	0																			
161	2026-09-24T22:52:01.671837364Z	8051	0																			
162	2026-09-24T22:52:01.721304039Z	8101	0																			
163	2026-09-24T22:52:01.771886676Z	8151	0																			
164	2026-09-24T22:52:01.821433646Z	8201	0																			
165	2026-09-24T22:52:01.8710912Z	8251	0																			
166	2026-09-24T22:52:01.921672499Z	8301	0																			
167	2026-09-24T22:52:01.971295769Z	8351	0																			
168	2026-09-24T22:52:02.021049047Z	8401	0																			
169	2026-09-24T22:52:02.071676881Z	8451	0																			
170	2026-09-24T22:52:02.121338706Z	8501	0																			
