schema_name	digest	count	sum_time_sec	max_time_sec	sum_lock_sec	avg_lock_sec	rows_examined	rows_sent	rows_affected	no_index_used	no_good_index_used	tmp_disk_tables	tmp_tables	sort_merge_passes	errors	digest_text
isucon	be90a4462d319c20aeaa47b0133de95bfd13f92cf41028bdf2a63f8024428ced	46	11.044647	0.404196	0	0	0	0	726153	0	0	0	0	0	0	INSERT INTO `user_cards` VALUES (...) /* , ... */
isucon	23b109b41495e2a6fa03228589b6e4c5b05a1858946f7137f2b9245360089885	1	4.809468	4.809468	0.000002	0.000002	3680090	888057	0	0	0	0	0	0	0	SELECT * FROM `user_presents` WHERE `id` <= ? AND `user_id` > ? AND ( ( `user_id` - ? ) % ? = ? OR ( ( `user_id` - ? ) % ? = ? AND ( ( `user_id` - ? ) DIV ? ) % ? = ? ) )
isucon	f2b9be5f0f32ca7507e4ddf133cd2fad0993a1c26fde9caa6f067b1af2b7603c	22346	3.721005	0.107674	0	0	0	0	0	0	0	0	0	0	0	COMMIT
isucon	12cef554e6a0f22df0ac73434326b0ed323e7ed7c3fdead115bb4d4c5d2df6ec	16	3.166679	0.379998	0	0	0	0	241638	0	0	0	0	0	0	INSERT INTO `user_present_all_received_history` VALUES (...) /* , ... */
isucon	aed61f7748b360f1e40964333c1d531f7ba837f227d8ecde01658c39084fbbe2	1	2.646054	2.646054	0.000002	0.000002	0	0	201303	0	0	0	0	0	0	LOAD DATA INFILE ? REPLACE INTO TABLE `user_presents` FIELDS ESCAPED BY ? IGNORE ? LINES
	205fc324fd03a8618ba02a8d427b6dd39274da40a88354237f1802dba78d2f37	4814	1.790988	0.004001	0.010235	0.000002126	0	0	0	4814	0	0	0	0	0	SELECT `CONCAT_WS` ( ? , `w` . `REQUESTING_ENGINE_TRANSACTION_ID` , `w` . `REQUESTING_EVENT_ID` , `w` . `REQUESTING_ENGINE_LOCK_ID` , `w` . `BLOCKING_ENGINE_TRANSACTION_ID` , `w` . `BLOCKING_EVENT_ID` , `w` . `BLOCKING_ENGINE_LOCK_ID` ) AS `wait_key` , `w` . `REQUESTING_ENGINE_TRANSACTION_ID` , `w` . `BLOCKING_ENGINE_TRANSACTION_ID` , `rl` . `OBJECT_SCHEMA` , `rl` . `OBJECT_NAME` , `rl` . `INDEX_NAME` , `rl` . `LOCK_TYPE` , `rl` . `LOCK_MODE` , `rl` . `LOCK_DATA` , `bl` . `LOCK_TYPE` , `bl` . `LOCK_MODE` , `bl` . `LOCK_DATA` , `w` . `REQUESTING_THREAD_ID` , `rt` . `PROCESSLIST_ID` , `rs` . `SQL_TEXT` , `w` . `BLOCKING_THREAD_ID` , `bt` . `PROCESSLIST_ID` , `bs` . `SQL_TEXT` FROM `performance_schema` . `data_lock_waits` AS `w` JOIN `performance_schema` . `data_locks` AS `rl` ON `rl` . `ENGINE_LOCK_ID` = `w` . `REQUESTING_ENGINE_LOCK_ID` JOIN `performance_schema` . `data_locks` AS `bl` ON `bl` . `ENGINE_LOCK_ID` = `w` . `BLOCKING_ENGINE_LOCK_ID` LEFT JOIN
isucon	22f20a4de577cf05f1b1a2479ce4100d806e3e6629915bec584cbff611813ebc	8	1.70158	0.37079	0	0	0	0	133932	0	0	0	0	0	0	INSERT INTO `user_items` VALUES (...) /* , ... */
isucon	e9c6c00914279e014a0370eb4b14035727a4d930a29f3e4f35f97afdcd276840	4299	1.570465	0.01671	0.004891	0.000001138	0	0	17196	0	0	0	0	0	0	INSERT INTO `user_state_events` ( `user_id` , `seq` , `payload` ) VALUES ( ?, ... , (_charset) ? ) , ( ?, ... , (_charset) ? ) , ( ?, ... , (_charset) ? ) , ( ?, ... , (_charset) ? )
isucon	5d30aced9ce4c62552551893ad377ca67381352639a5fedb048288822289b6e1	4919	1.434763	0.027448	0.005673	0.000001153	0	0	14757	0	0	0	0	0	0	INSERT INTO `user_state_events` ( `user_id` , `seq` , `payload` ) VALUES ( ?, ... , (_charset) ? ) , ( ?, ... , (_charset) ? ) , ( ?, ... , (_charset) ? )
isucon	aac399b32dbff1f3dc810610ef67f909fcab4e4c1f4398f81570a1b5a37f7d65	8589	1.112087	0.037974	0.007497	0.000000873	0	0	8589	0	0	0	0	0	0	INSERT INTO `user_session_current` ( `user_id` , `session_id` ) VALUES (...)
isucon	a4b23e1c67fe024564e9e00d893d72f1c6e7b7d20ee5c4ec0695caa563102085	4426	1.066555	0.015965	0.005245	0.000001185	0	0	8852	0	0	0	0	0	0	INSERT INTO `user_state_events` ( `user_id` , `seq` , `payload` ) VALUES ( ?, ... , (_charset) ? ) , ( ?, ... , (_charset) ? )
isucon	b3b1a9f5a2c7405e4253cf7c23bceb6f40e00088d83d6927c62a8a69562ede36	2654	1.061793	0.018297	0.002971	0.000001119	0	0	13270	0	0	0	0	0	0	INSERT INTO `user_state_events` ( `user_id` , `seq` , `payload` ) VALUES ( ?, ... , (_charset) ? ) , ( ?, ... , (_charset) ? ) , ( ?, ... , (_charset) ? ) , ( ?, ... , (_charset) ? ) , ( ?, ... , (_charset) ? )
isucon	88066ba680068fb74bc35bab6f28610c1e3fa816165a192dcdb03b9ca278c3df	8590	0.962018	0.000839	0.011495	0.000001338	1	0	1	0	0	0	0	0	0	UPDATE `user_session_current` SET `session_id` = ? WHERE `user_id` = ?
isucon	b57cf422fbfb5629759554d7a60a31947a2333a6e1b55d7dce60a94aa1eed044	22346	0.85636	0.00092	0	0	0	0	0	0	0	0	0	0	0	START TRANSACTION
isucon	0cc60309764d8a1d1a9de6bcb3d906847f2c17ead54d7817c70e3729e1879463	2602	0.806433	0.029064	0.003999	0.000001537	0	0	0	0	0	0	0	0	0	SELECT `seq` , `payload` FROM `user_state_events` WHERE `user_id` = ? AND `seq` > ? ORDER BY `seq`
isucon	2c71df92925cfa9d1b6c55610ac01a3f6fffd75b4eccf8e9cb5077cd7667d95b	27	0.79236	0.064345	0.00004	0.000001481	350300	175150	0	0	0	0	0	27	0	SELECT * FROM `user_cards` WHERE `user_id` IN (...) ORDER BY `user_id` , `id`
isucon	10f8dcef67aea862e0d255300a090b1319d900ad55816fd4380ac21319f1f7e1	27	0.766832	0.16503	0.000054	0.000002	0	0	3424	0	0	0	0	0	0	INSERT INTO `user_state_inventory` ( `user_id` , `payload` ) VALUES ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) , ( ? , (_charset) ? ) ,
isucon	e0ad46d8667ecf959dad47550195ea4565af3b7a7822e86b0e2b214276bac80b	3510	0.72611	0.035926	0.004525	0.000001289	0	0	3510	0	0	0	0	0	0	INSERT INTO `user_state_events` ( `user_id` , `seq` , `payload` ) VALUES ( ?, ... , (_charset) ? )
