sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-23T16:06:46.678433503Z	0	26	10000	3	2	0	3	0.000	14	0.000	19	0.000	8	0.000	0	0.000	0	0.000	0	0.000	4361	0.000	4442	0.000	65536	64462	0	16381	0.000	922	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2	0.000	0	0.000	0.000	0	0.000	3	0	0.000
1	2026-09-23T16:06:47.679640858Z	1001	26	10000	3	2	0	3	0.000	14	0.000	41	21.973	29	20.975	0	0.000	0	0.000	0	0.000	29229	24838.012	35674	31194.337	65536	64462	0	16381	0.000	922	0.000	0.000	0	0	0.000	0	0.000	0	0.000	3	0.999	0	0.000	0.000	0	0.000	3	0	0.000
2	2026-09-23T16:06:48.679677944Z	2001	26	10000	3	2	0	3	0.000	14	0.000	63	21.999	50	20.999	0	0.000	0	0.000	0	0.000	54097	24867.078	66909	31233.842	65536	64462	0	16381	0.000	922	0.000	0.000	0	0	0.000	0	0.000	0	0.000	4	1.000	0	0.000	0.000	0	0.000	3	0	0.000
3	2026-09-23T16:06:49.679649526Z	3001	26	10000	3	2	0	3	0.000	14	0.000	85	22.001	71	21.001	0	0.000	0	0.000	0	0.000	78965	24868.707	98144	31235.888	65536	64462	0	16381	0.000	922	0.000	0.000	0	0	0.000	0	0.000	0	0.000	5	1.000	0	0.000	0.000	0	0.000	3	0	0.000
4	2026-09-23T16:06:50.679705759Z	4001	26	10000	3	2	0	3	0.000	14	0.000	107	21.999	92	20.999	0	0.000	0	0.000	0	0.000	103833	24866.601	129379	31233.243	65536	64462	0	16381	0.000	922	0.000	0.000	0	0	0.000	0	0.000	0	0.000	6	1.000	0	0.000	0.000	0	0.000	3	0	0.000
5	2026-09-23T16:06:51.679703643Z	5001	26	10000	3	2	0	3	0.000	14	0.000	129	22.000	113	21.000	0	0.000	0	0.000	0	0.000	128701	24868.053	160617	31238.066	65536	64462	0	16381	0.000	922	0.000	0.000	0	0	0.000	0	0.000	0	0.000	7	1.000	0	0.000	0.000	0	0.000	3	0	0.000
6	2026-09-23T16:06:52.679512067Z	6001	26	10000	3	2	0	3	0.000	14	0.000	151	22.004	134	21.004	0	0.000	0	0.000	0	0.000	153569	24872.765	191856	31244.986	65536	64462	0	16381	0.000	922	0.000	0.000	0	0	0.000	0	0.000	0	0.000	8	1.000	0	0.000	0.000	0	0.000	3	0	0.000
7	2026-09-23T16:06:53.680588795Z	7002	26	10000	3	2	0	3	0.000	14	0.000	173	21.976	155	20.977	0	0.000	0	0.000	0	0.000	178437	24841.253	223095	31205.400	65536	64462	0	16381	0.000	922	0.000	0.000	0	0	0.000	0	0.000	0	0.000	9	0.999	0	0.000	0.000	0	0.000	3	0	0.000
8	2026-09-23T16:06:54.679815017Z	8001	26	10000	3	2	0	3	0.000	14	0.000	195	22.017	176	21.016	0	0.000	0	0.000	0	0.000	203305	24887.257	254334	31263.191	65536	64462	0	16381	0.000	922	0.000	0.000	0	0	0.000	0	0.000	0	0.000	10	1.001	0	0.000	0.000	0	0.000	3	0	0.000
9	2026-09-23T16:06:55.679603743Z	9001	26	10000	3	2	0	3	0.000	14	0.000	217	22.005	197	21.004	0	0.000	0	0.000	0	0.000	228173	24873.255	285574	31246.601	65536	64462	0	16381	0.000	922	0.000	0.000	0	0	0.000	0	0.000	0	0.000	11	1.000	0	0.000	0.000	0	0.000	3	0	0.000
