Count	Query	Sum(QueryTime)	Avg(QueryTime)	Max(QueryTime)	Min(QueryTime)	P95(QueryTime)	Sum(LockTime)	Avg(LockTime)	Max(LockTime)	Sum(RowsExamined)	Avg(RowsExamined)	Max(RowsExamined)	Sum(RowsSent)	Avg(RowsSent)
2502	SELECT CONCAT_WS('S', `w`.`REQUESTING_ENGINE_TRANSACTION_ID`, `w`.`REQUESTING_EVENT_ID`, `w`.`REQUESTING_ENGINE_LOCK_ID`, `w`.`BLOCKING_ENGINE_TRANSACTION_ID`, `w`.`BLOCKING_EVENT_ID`, `w`.`BLOCKING_ENGINE_LOCK_ID`) AS `wait_key`,`w`.`REQUESTING_ENGINE_TRANSACTION_ID`,`w`.`BLOCKING_ENGINE_TRANSACTION_ID`,`rl`.`OBJECT_SCHEMA`,`rl`.`OBJECT_NAME`,`rl`.`INDEX_NAME`,`rl`.`LOCK_TYPE`,`rl`.`LOCK_MODE`,`rl`.`LOCK_DATA`,`bl`.`LOCK_TYPE`,`bl`.`LOCK_MODE`,`bl`.`LOCK_DATA`,`w`.`REQUESTING_THREAD_ID`,`rt`.`PROCESSLIST_ID`,`rs`.`SQL_TEXT`,`w`.`BLOCKING_THREAD_ID`,`bt`.`PROCESSLIST_ID`,`bs`.`SQL_TEXT` FROM (((((`performance_schema`.`data_lock_waits` AS `w` JOIN `performance_schema`.`data_locks` AS `rl` ON `rl`.`ENGINE_LOCK_ID` = `w`.`REQUESTING_ENGINE_LOCK_ID`) JOIN `performance_schema`.`data_locks` AS `bl` ON `bl`.`ENGINE_LOCK_ID` = `w`.`BLOCKING_ENGINE_LOCK_ID`) LEFT JOIN `performance_schema`.`threads` AS `rt` ON `rt`.`THREAD_ID` = `w`.`REQUESTING_THREAD_ID`) LEFT JOIN `performance_schema`.`threads` AS `bt` ON `bt`.`THREAD_ID` = `w`.`BLOCKING_THREAD_ID`) LEFT JOIN `performance_schema`.`events_statements_current` AS `rs` ON `rs`.`THREAD_ID` = `w`.`REQUESTING_THREAD_ID`) LEFT JOIN `performance_schema`.`events_statements_current` AS `bs` ON `bs`.`THREAD_ID` = `w`.`BLOCKING_THREAD_ID` ORDER BY `wait_key`	122652.616511	49.021829	147.264444	0.100825	136.544573	0.023720	0.000009	0.007029	1934840	773.317346	2825	8560	3.421263
103	UPDATE `user_one_time_tokens` SET `deleted_at`=N WHERE `token` = 'S'	2459.065019	23.874418	61.779215	0.106423	54.324054	2396.229910	23.264368	54.893315	55139	535.330097	1000	0	0.000000
190	INSERT INTO `user_presents` (`id`,`user_id`,`sent_at`,`item_type`,`item_id`,`amount`,`present_message`,`created_at`,`updated_at`) VALUES (N,N,N,N,N,N,'S',N,N)	240.047879	1.263410	10.283095	0.101354	8.244614	0.000193	0.000001	0.000028	0	0.000000	0	0	0.000000
120	INSERT INTO `user_present_all_received_history` (`id`,`user_id`,`present_all_id`,`received_at`,`created_at`,`updated_at`) VALUES (N,N,N,N,N,N)	206.228378	1.718570	11.124419	0.101350	8.663531	0.000123	0.000001	0.000003	0	0.000000	0	0	0.000000
12	UPDATE `user_one_time_tokens` SET `deleted_at`=N WHERE `user_id` = N AND `deleted_at` IS NULL	26.901350	2.241779	10.411966	0.102903	10.411966	16.037568	1.336464	9.584543	7	0.583333	2	0	0.000000
8	INSERT INTO `user_sessions` (`id`,`user_id`,`session_id`,`created_at`,`updated_at`,`expired_at`) VALUES (N,N,'S',N,N,N)	15.848025	1.981003	5.349697	0.104610	5.349697	0.000006	0.000001	0.000001	0	0.000000	0	0	0.000000
40	SELECT * FROM `user_presents` WHERE `user_id` = N AND `deleted_at` IS NULL ORDER BY `created_at` DESC,`id` LIMIT N,N	14.789548	0.369739	1.832930	0.101790	1.826919	0.000117	0.000003	0.000062	15318	382.950000	678	1052	26.300000
53	UPDATE `user_presents` SET `deleted_at`=N, `updated_at`=N WHERE `id` = N	11.472050	0.216454	0.796891	0.100237	0.475532	0.000054	0.000001	0.000003	53	1.000000	1	0	0.000000
1	LOAD DATA INFILE /var/lib/mysql-files/5_user_presents_not_receive_data.tsv REPLACE INTO TABLE `user_presents` FIELDS ESCAPED BY | IGNORE 1 LINES	9.937155	9.937155	9.937155	9.937155	9.937155	0.000003	0.000003	0.000003	0	0.000000	0	0	0.000000
11	INSERT INTO `user_one_time_tokens` (`id`,`user_id`,`token`,`token_type`,`created_at`,`updated_at`,`expired_at`) VALUES (N,N,'S',N,N,N,N)	8.080612	0.734601	2.355825	0.101015	2.355825	0.000016	0.000001	0.000002	0	0.000000	0	0	0.000000
