Count	Query	Sum(QueryTime)	Avg(QueryTime)	Max(QueryTime)	Min(QueryTime)	P95(QueryTime)	Sum(LockTime)	Avg(LockTime)	Max(LockTime)	Sum(RowsExamined)	Avg(RowsExamined)	Max(RowsExamined)	Sum(RowsSent)	Avg(RowsSent)
749	SELECT CONCAT_WS('S', `w`.`REQUESTING_ENGINE_TRANSACTION_ID`, `w`.`REQUESTING_EVENT_ID`, `w`.`REQUESTING_ENGINE_LOCK_ID`, `w`.`BLOCKING_ENGINE_TRANSACTION_ID`, `w`.`BLOCKING_EVENT_ID`, `w`.`BLOCKING_ENGINE_LOCK_ID`) AS `wait_key`,`w`.`REQUESTING_ENGINE_TRANSACTION_ID`,`w`.`BLOCKING_ENGINE_TRANSACTION_ID`,`rl`.`OBJECT_SCHEMA`,`rl`.`OBJECT_NAME`,`rl`.`INDEX_NAME`,`rl`.`LOCK_TYPE`,`rl`.`LOCK_MODE`,`rl`.`LOCK_DATA`,`bl`.`LOCK_TYPE`,`bl`.`LOCK_MODE`,`bl`.`LOCK_DATA`,`w`.`REQUESTING_THREAD_ID`,`rt`.`PROCESSLIST_ID`,`rs`.`SQL_TEXT`,`w`.`BLOCKING_THREAD_ID`,`bt`.`PROCESSLIST_ID`,`bs`.`SQL_TEXT` FROM (((((`performance_schema`.`data_lock_waits` AS `w` JOIN `performance_schema`.`data_locks` AS `rl` ON `rl`.`ENGINE_LOCK_ID` = `w`.`REQUESTING_ENGINE_LOCK_ID`) JOIN `performance_schema`.`data_locks` AS `bl` ON `bl`.`ENGINE_LOCK_ID` = `w`.`BLOCKING_ENGINE_LOCK_ID`) LEFT JOIN `performance_schema`.`threads` AS `rt` ON `rt`.`THREAD_ID` = `w`.`REQUESTING_THREAD_ID`) LEFT JOIN `performance_schema`.`threads` AS `bt` ON `bt`.`THREAD_ID` = `w`.`BLOCKING_THREAD_ID`) LEFT JOIN `performance_schema`.`events_statements_current` AS `rs` ON `rs`.`THREAD_ID` = `w`.`REQUESTING_THREAD_ID`) LEFT JOIN `performance_schema`.`events_statements_current` AS `bs` ON `bs`.`THREAD_ID` = `w`.`BLOCKING_THREAD_ID` ORDER BY `wait_key`	6332.267277	8.454295	26.105445	0.115128	21.702834	0.003464	0.000005	0.001341	551037	735.696929	1619	48652	64.955941
719	UPDATE `id_generator` SET `id`=LAST_INSERT_ID(`id` + N)	1273.653872	1.771424	10.383774	0.100370	8.645180	1199.923434	1.668878	9.978922	1438	2.000000	2	0	0.000000
7	INSERT INTO `user_sessions` (`id`,`user_id`,`session_id`,`created_at`,`updated_at`,`expired_at`) VALUES (N,N,'S',N,N,N)	67.131387	9.590198	47.532640	0.107706	47.532640	67.023605	9.574801	47.433592	0	0.000000	0	0	0.000000
1	LOAD DATA INFILE /var/lib/mysql-files/5_user_presents_not_receive_data.tsv REPLACE INTO TABLE `user_presents` FIELDS ESCAPED BY | IGNORE 1 LINES	25.920352	25.920352	25.920352	25.920352	25.920352	0.000001	0.000001	0.000001	0	0.000000	0	0	0.000000
