schema_name	digest	count	sum_time_sec	max_time_sec	sum_lock_sec	avg_lock_sec	rows_examined	rows_sent	rows_affected	no_index_used	no_good_index_used	tmp_disk_tables	tmp_tables	sort_merge_passes	errors	digest_text
isucon	be90a4462d319c20aeaa47b0133de95bfd13f92cf41028bdf2a63f8024428ced	46	10.842618	0.3901	0	0	0	0	726153	0	0	0	0	0	0	INSERT INTO `user_cards` VALUES (...) /* , ... */
isucon	23b109b41495e2a6fa03228589b6e4c5b05a1858946f7137f2b9245360089885	1	5.279037	5.279037	0.000002	0.000002	3680090	888057	0	0	0	0	0	0	0	SELECT * FROM `user_presents` WHERE `id` <= ? AND `user_id` > ? AND ( ( `user_id` - ? ) % ? = ? OR ( ( `user_id` - ? ) % ? = ? AND ( ( `user_id` - ? ) DIV ? ) % ? = ? ) )
isucon	12cef554e6a0f22df0ac73434326b0ed323e7ed7c3fdead115bb4d4c5d2df6ec	16	2.997394	0.352738	0	0	0	0	241638	0	0	0	0	0	0	INSERT INTO `user_present_all_received_history` VALUES (...) /* , ... */
isucon	aed61f7748b360f1e40964333c1d531f7ba837f227d8ecde01658c39084fbbe2	1	2.507001	2.507001	0.000002	0.000002	0	0	201303	0	0	0	0	0	0	LOAD DATA INFILE ? REPLACE INTO TABLE `user_presents` FIELDS ESCAPED BY ? IGNORE ? LINES
isucon	22f20a4de577cf05f1b1a2479ce4100d806e3e6629915bec584cbff611813ebc	8	1.732293	0.387594	0	0	0	0	133932	0	0	0	0	0	0	INSERT INTO `user_items` VALUES (...) /* , ... */
	205fc324fd03a8618ba02a8d427b6dd39274da40a88354237f1802dba78d2f37	4829	1.624856	0.005278	0.009225	0.00000191	0	0	0	4829	0	0	0	0	0	SELECT `CONCAT_WS` ( ? , `w` . `REQUESTING_ENGINE_TRANSACTION_ID` , `w` . `REQUESTING_EVENT_ID` , `w` . `REQUESTING_ENGINE_LOCK_ID` , `w` . `BLOCKING_ENGINE_TRANSACTION_ID` , `w` . `BLOCKING_EVENT_ID` , `w` . `BLOCKING_ENGINE_LOCK_ID` ) AS `wait_key` , `w` . `REQUESTING_ENGINE_TRANSACTION_ID` , `w` . `BLOCKING_ENGINE_TRANSACTION_ID` , `rl` . `OBJECT_SCHEMA` , `rl` . `OBJECT_NAME` , `rl` . `INDEX_NAME` , `rl` . `LOCK_TYPE` , `rl` . `LOCK_MODE` , `rl` . `LOCK_DATA` , `bl` . `LOCK_TYPE` , `bl` . `LOCK_MODE` , `bl` . `LOCK_DATA` , `w` . `REQUESTING_THREAD_ID` , `rt` . `PROCESSLIST_ID` , `rs` . `SQL_TEXT` , `w` . `BLOCKING_THREAD_ID` , `bt` . `PROCESSLIST_ID` , `bs` . `SQL_TEXT` FROM `performance_schema` . `data_lock_waits` AS `w` JOIN `performance_schema` . `data_locks` AS `rl` ON `rl` . `ENGINE_LOCK_ID` = `w` . `REQUESTING_ENGINE_LOCK_ID` JOIN `performance_schema` . `data_locks` AS `bl` ON `bl` . `ENGINE_LOCK_ID` = `w` . `BLOCKING_ENGINE_LOCK_ID` LEFT JOIN
isucon	e3f0f35a9962c677d8648c7d57cf4bdebfc91070fd4b183c80eb1118e7d1b265	1	0.706999	0.706999	0.000003	0.000003	726153	175150	0	0	0	0	0	0	0	SELECT * FROM `user_cards` WHERE ( ( `user_id` - ? ) % ? = ? OR ( ( `user_id` - ? ) % ? = ? AND ( ( `user_id` - ? ) DIV ? ) % ? = ? ) ) ORDER BY `id`
isucon	2cf91dfc40dea815897c47d31c13c9e090db86af8c29271fd79139e419d96759	2	0.550651	0.410819	0	0	0	0	30996	0	0	0	0	0	0	INSERT INTO `user_login_bonuses` VALUES (...) /* , ... */
isucon	4cf0955e5e8d2439dc8cd1349f2d24c131af32e99887e9d001e883e87aa4cce6	2	0.503937	0.404162	0	0	0	0	20372	0	0	0	0	0	0	INSERT INTO `user_devices` VALUES (...) /* , ... */
isucon	4d69bb28b39560678da48c84af4f2d694058fd89a5483deceb2af42d2e2891f1	1	0.273351	0.273351	0	0	0	0	10332	0	0	0	0	0	0	INSERT INTO `user_decks` VALUES (...) /* , ... */
