sample	timestamp	elapsed_ms	captured_waits	capture_error	wait_key	requesting_trx_id	blocking_trx_id	object_schema	object_table	object_index	request_lock_type	request_lock_mode	request_lock_data	blocking_lock_type	blocking_lock_mode	blocking_lock_data	requesting_thread_id	requesting_processlist_id	requesting_sql	blocking_thread_id	blocking_processlist_id	blocking_sql
0	2026-09-24T23:23:30.16053112Z	0	0																			
1	2026-09-24T23:23:30.211209323Z	50	0																			
2	2026-09-24T23:23:30.261790801Z	101	0																			
3	2026-09-24T23:23:30.311351692Z	150	0																			
4	2026-09-24T23:23:30.361884034Z	201	0																			
5	2026-09-24T23:23:30.411527493Z	250	0																			
6	2026-09-24T23:23:30.461088516Z	300	0																			
7	2026-09-24T23:23:30.511732408Z	351	0																			
8	2026-09-24T23:23:30.561344646Z	400	0																			
9	2026-09-24T23:23:30.611893921Z	451	0																			
10	2026-09-24T23:23:30.661461081Z	500	0																			
11	2026-09-24T23:23:30.711967098Z	551	0																			
12	2026-09-24T23:23:30.761499936Z	600	0																			
13	2026-09-24T23:23:30.812027456Z	651	0																			
14	2026-09-24T23:23:30.861503963Z	700	0																			
15	2026-09-24T23:23:30.911961035Z	751	0																			
16	2026-09-24T23:23:30.961377645Z	800	0																			
17	2026-09-24T23:23:31.011859521Z	851	0																			
18	2026-09-24T23:23:31.061339049Z	900	0																			
19	2026-09-24T23:23:31.111816838Z	951	0																			
20	2026-09-24T23:23:31.161309421Z	1000	0																			
21	2026-09-24T23:23:31.211812384Z	1051	0																			
22	2026-09-24T23:23:31.261303093Z	1100	0																			
23	2026-09-24T23:23:31.311821389Z	1151	0																			
24	2026-09-24T23:23:31.361379899Z	1200	0																			
25	2026-09-24T23:23:31.411934578Z	1251	0																			
26	2026-09-24T23:23:31.46145401Z	1300	0																			
27	2026-09-24T23:23:31.511968283Z	1351	0																			
28	2026-09-24T23:23:31.561519438Z	1400	0																			
29	2026-09-24T23:23:31.612033392Z	1451	0																			
30	2026-09-24T23:23:31.661563615Z	1501	0																			
31	2026-09-24T23:23:31.712121929Z	1551	0																			
32	2026-09-24T23:23:31.761598215Z	1601	0																			
33	2026-09-24T23:23:31.811113614Z	1650	0																			
34	2026-09-24T23:23:31.861609025Z	1701	0																			
35	2026-09-24T23:23:31.911302018Z	1750	0																			
36	2026-09-24T23:23:31.961982276Z	1801	0																			
37	2026-09-24T23:23:32.011674408Z	1851	0																			
38	2026-09-24T23:23:32.061299512Z	1900	0																			
39	2026-09-24T23:23:32.111991646Z	1951	0																			
40	2026-09-24T23:23:32.161682558Z	2001	0																			
41	2026-09-24T23:23:32.211296215Z	2050	0																			
42	2026-09-24T23:23:32.262018426Z	2101	0																			
43	2026-09-24T23:23:32.311726715Z	2151	0																			
44	2026-09-24T23:23:32.361424587Z	2200	0																			
45	2026-09-24T23:23:32.41212348Z	2251	0																			
46	2026-09-24T23:23:32.461811149Z	2301	0																			
47	2026-09-24T23:23:32.511477819Z	2350	0																			
48	2026-09-24T23:23:32.562126475Z	2401	0																			
49	2026-09-24T23:23:32.611746738Z	2451	0																			
50	2026-09-24T23:23:32.661339447Z	2500	0																			
51	2026-09-24T23:23:32.711904848Z	2551	0																			
52	2026-09-24T23:23:32.761454886Z	2600	0																			
53	2026-09-24T23:23:32.812042444Z	2651	0																			
54	2026-09-24T23:23:32.861605296Z	2701	0																			
55	2026-09-24T23:23:32.911102247Z	2750	0																			
56	2026-09-24T23:23:32.96156924Z	2801	0																			
57	2026-09-24T23:23:33.012043619Z	2851	0																			
