# host=isucon-4 unit=isuconquest.go load_window=2026-09-25T06:36:55.227161709Z..2026-09-25T06:38:37.967564403Z
2026-09-25T06:37:05.053301+0000 ip-172-31-36-71 .x[84407]: 2026/09/25 15:37:05 state log: events=0 bytes=0 syncs=0 sync_ms=0
2026-09-25T06:37:15.053535+0000 ip-172-31-36-71 .x[84407]: 2026/09/25 15:37:15 state log: events=0 bytes=0 syncs=0 sync_ms=0
2026-09-25T06:37:19.100154+0000 ip-172-31-36-71 sudo[85886]:   isucon : PWD=/home/isucon/webapp/sql ; USER=root ; COMMAND=/usr/bin/cp 5_user_presents_not_receive_data.tsv /var/lib/mysql-files/
2026-09-25T06:37:19.100732+0000 ip-172-31-36-71 sudo[85886]: pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1100)
2026-09-25T06:37:19.208595+0000 ip-172-31-36-71 sudo[85886]: pam_unix(sudo:session): session closed for user root
2026-09-25T06:37:25.152802+0000 ip-172-31-36-71 .x[84407]: 2026/09/25 15:37:25 state log: events=0 bytes=0 syncs=0 sync_ms=0
2026-09-25T06:37:29.643134+0000 ip-172-31-36-71 .x[84407]: 2026/09/25 15:37:29 initialized local state: users=3476 snapshot_bytes=42343877 seed_bytes=207300826
2026-09-25T06:37:34.565497+0000 ip-172-31-36-71 .x[84407]: {"time":"2026-09-25T15:37:34.565464139+09:00","level":"ERROR","prefix":"echo","file":"main.go","line":"543","message":"status=401, err=unauthorized user\nmain.errorResponse\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:543\nmain.(*Handler).checkSessionMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:361\nmain.(*Handler).apiMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:300\ngithub.com/labstack/echo/v4.(*Echo).add.func1\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:520\nmain.(*clusterTopology).routeMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/cluster.go:105\ngithub.com/labstack/echo/v4/middleware.CORSWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/cors.go:142\ngithub.com/labstack/echo/v4/middleware.RecoverWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/recover.go:119\ngithub.com/labstack/echo/v4.(*Echo).ServeHTTP\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:630\nnet/http.serverHandler.ServeHTTP\n\tnet/http/server.go:3413\nnet/http.(*conn).serve\n\tnet/http/server.go:2137\nruntime.goexit\n\truntime/asm_amd64.s:1264"}
2026-09-25T06:37:34.567854+0000 ip-172-31-36-71 .x[84407]: {"time":"2026-09-25T15:37:34.567822992+09:00","level":"ERROR","prefix":"echo","file":"main.go","line":"543","message":"status=403, err=forbidden\nmain.errorResponse\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:543\nmain.(*Handler).checkSessionMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:359\nmain.(*Handler).apiMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:300\ngithub.com/labstack/echo/v4.(*Echo).add.func1\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:520\nmain.(*clusterTopology).routeMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/cluster.go:105\ngithub.com/labstack/echo/v4/middleware.CORSWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/cors.go:142\ngithub.com/labstack/echo/v4/middleware.RecoverWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/recover.go:119\ngithub.com/labstack/echo/v4.(*Echo).ServeHTTP\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:630\nnet/http.serverHandler.ServeHTTP\n\tnet/http/server.go:3413\nnet/http.(*conn).serve\n\tnet/http/server.go:2137\nruntime.goexit\n\truntime/asm_amd64.s:1264"}
2026-09-25T06:37:34.573428+0000 ip-172-31-36-71 .x[84407]: {"time":"2026-09-25T15:37:34.573399997+09:00","level":"ERROR","prefix":"echo","file":"main.go","line":"543","message":"status=400, err=invalid token\nmain.errorResponse\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:543\nmain.(*Handler).stateAddExpToCard\n\tgithub.com/isucon/isucon12-final/webapp/go/state_game.go:322\nmain.(*Handler).checkSessionMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:378\nmain.(*Handler).apiMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:300\ngithub.com/labstack/echo/v4.(*Echo).add.func1\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:520\nmain.(*clusterTopology).routeMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/cluster.go:105\ngithub.com/labstack/echo/v4/middleware.CORSWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/cors.go:142\ngithub.com/labstack/echo/v4/middleware.RecoverWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/recover.go:119\ngithub.com/labstack/echo/v4.(*Echo).ServeHTTP\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:630\nnet/http.serverHandler.ServeHTTP\n\tnet/http/server.go:3413\nnet/http.(*conn).serve\n\tnet/http/server.go:2137\nruntime.goexit\n\truntime/asm_amd64.s:1264"}
2026-09-25T06:37:34.582130+0000 ip-172-31-36-71 .x[84407]: {"time":"2026-09-25T15:37:34.582099368+09:00","level":"ERROR","prefix":"echo","file":"main.go","line":"543","message":"status=400, err=invalid token\nmain.errorResponse\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:543\nmain.(*Handler).stateDrawGacha\n\tgithub.com/isucon/isucon12-final/webapp/go/state_game.go:86\nmain.(*Handler).checkSessionMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:378\nmain.(*Handler).apiMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:300\ngithub.com/labstack/echo/v4.(*Echo).add.func1\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:520\nmain.(*clusterTopology).routeMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/cluster.go:105\ngithub.com/labstack/echo/v4/middleware.CORSWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/cors.go:142\ngithub.com/labstack/echo/v4/middleware.RecoverWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/recover.go:119\ngithub.com/labstack/echo/v4.(*Echo).ServeHTTP\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:630\nnet/http.serverHandler.ServeHTTP\n\tnet/http/server.go:3413\nnet/http.(*conn).serve\n\tnet/http/server.go:2137\nruntime.goexit\n\truntime/asm_amd64.s:1264"}
2026-09-25T06:37:34.594384+0000 ip-172-31-36-71 .x[84407]: {"time":"2026-09-25T15:37:34.594357491+09:00","level":"ERROR","prefix":"echo","file":"main.go","line":"543","message":"status=403, err=forbidden\nmain.errorResponse\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:543\nmain.(*Handler).stateLogin\n\tgithub.com/isucon/isucon12-final/webapp/go/state_login.go:151\nmain.(*Handler).apiMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:300\ngithub.com/labstack/echo/v4.(*Echo).add.func1\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:520\nmain.(*clusterTopology).routeMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/cluster.go:105\ngithub.com/labstack/echo/v4/middleware.CORSWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/cors.go:142\ngithub.com/labstack/echo/v4/middleware.RecoverWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/recover.go:119\ngithub.com/labstack/echo/v4.(*Echo).ServeHTTP\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:630\nnet/http.serverHandler.ServeHTTP\n\tnet/http/server.go:3413\nnet/http.(*conn).serve\n\tnet/http/server.go:2137\nruntime.goexit\n\truntime/asm_amd64.s:1264"}
2026-09-25T06:37:35.103488+0000 ip-172-31-36-71 .x[84407]: {"time":"2026-09-25T15:37:35.10345377+09:00","level":"ERROR","prefix":"echo","file":"main.go","line":"543","message":"status=403, err=forbidden\nmain.errorResponse\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:543\nmain.(*Handler).stateLogin\n\tgithub.com/isucon/isucon12-final/webapp/go/state_login.go:151\nmain.(*Handler).apiMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:300\ngithub.com/labstack/echo/v4.(*Echo).add.func1\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:520\nmain.(*clusterTopology).routeMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/cluster.go:105\ngithub.com/labstack/echo/v4/middleware.CORSWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/cors.go:142\ngithub.com/labstack/echo/v4/middleware.RecoverWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/recover.go:119\ngithub.com/labstack/echo/v4.(*Echo).ServeHTTP\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:630\nnet/http.serverHandler.ServeHTTP\n\tnet/http/server.go:3413\nnet/http.(*conn).serve\n\tnet/http/server.go:2137\nruntime.goexit\n\truntime/asm_amd64.s:1264"}
2026-09-25T06:37:35.156666+0000 ip-172-31-36-71 .x[84407]: 2026/09/25 15:37:35 state log: events=317 bytes=785532 syncs=6 sync_ms=22
2026-09-25T06:37:36.106456+0000 ip-172-31-36-71 .x[84407]: {"time":"2026-09-25T15:37:36.106403339+09:00","level":"ERROR","prefix":"echo","file":"main.go","line":"543","message":"status=403, err=forbidden\nmain.errorResponse\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:543\nmain.(*Handler).stateLogin\n\tgithub.com/isucon/isucon12-final/webapp/go/state_login.go:151\nmain.(*Handler).apiMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:300\ngithub.com/labstack/echo/v4.(*Echo).add.func1\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:520\nmain.(*clusterTopology).routeMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/cluster.go:105\ngithub.com/labstack/echo/v4/middleware.CORSWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/cors.go:142\ngithub.com/labstack/echo/v4/middleware.RecoverWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/recover.go:119\ngithub.com/labstack/echo/v4.(*Echo).ServeHTTP\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:630\nnet/http.serverHandler.ServeHTTP\n\tnet/http/server.go:3413\nnet/http.(*conn).serve\n\tnet/http/server.go:2137\nruntime.goexit\n\truntime/asm_amd64.s:1264"}
2026-09-25T06:37:42.121976+0000 ip-172-31-36-71 .x[84407]: {"time":"2026-09-25T15:37:42.12193877+09:00","level":"ERROR","prefix":"echo","file":"main.go","line":"543","message":"status=403, err=forbidden\nmain.errorResponse\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:543\nmain.(*Handler).stateLogin\n\tgithub.com/isucon/isucon12-final/webapp/go/state_login.go:151\nmain.(*Handler).apiMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:300\ngithub.com/labstack/echo/v4.(*Echo).add.func1\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:520\nmain.(*clusterTopology).routeMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/cluster.go:105\ngithub.com/labstack/echo/v4/middleware.CORSWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/cors.go:142\ngithub.com/labstack/echo/v4/middleware.RecoverWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/recover.go:119\ngithub.com/labstack/echo/v4.(*Echo).ServeHTTP\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:630\nnet/http.serverHandler.ServeHTTP\n\tnet/http/server.go:3413\nnet/http.(*conn).serve\n\tnet/http/server.go:2137\nruntime.goexit\n\truntime/asm_amd64.s:1264"}
2026-09-25T06:37:45.158091+0000 ip-172-31-36-71 .x[84407]: 2026/09/25 15:37:45 state log: events=6242 bytes=14550192 syncs=100 sync_ms=391
2026-09-25T06:37:45.191499+0000 ip-172-31-36-71 .x[84407]: {"time":"2026-09-25T15:37:45.191437119+09:00","level":"ERROR","prefix":"echo","file":"main.go","line":"543","message":"status=403, err=forbidden\nmain.errorResponse\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:543\nmain.(*Handler).stateLogin\n\tgithub.com/isucon/isucon12-final/webapp/go/state_login.go:151\nmain.(*Handler).apiMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/main.go:300\ngithub.com/labstack/echo/v4.(*Echo).add.func1\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:520\nmain.(*clusterTopology).routeMiddleware.func1\n\tgithub.com/isucon/isucon12-final/webapp/go/cluster.go:105\ngithub.com/labstack/echo/v4/middleware.CORSWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/cors.go:142\ngithub.com/labstack/echo/v4/middleware.RecoverWithConfig.func1.1\n\tgithub.com/labstack/echo/v4@v4.7.2/middleware/recover.go:119\ngithub.com/labstack/echo/v4.(*Echo).ServeHTTP\n\tgithub.com/labstack/echo/v4@v4.7.2/echo.go:630\nnet/http.serverHandler.ServeHTTP\n\tnet/http/server.go:3413\nnet/http.(*conn).serve\n\tnet/http/server.go:2137\nruntime.goexit\n\truntime/asm_amd64.s:1264"}
