schema_name	digest	count	sum_time_sec	max_time_sec	sum_lock_sec	avg_lock_sec	rows_examined	rows_sent	rows_affected	no_index_used	no_good_index_used	tmp_disk_tables	tmp_tables	sort_merge_passes	errors	digest_text
isucon	be90a4462d319c20aeaa47b0133de95bfd13f92cf41028bdf2a63f8024428ced	46	11.367665	0.432033	0	0	0	0	726153	0	0	0	0	0	0	INSERT INTO `user_cards` VALUES (...) /* , ... */
isucon	23b109b41495e2a6fa03228589b6e4c5b05a1858946f7137f2b9245360089885	1	5.095589	5.095589	0.000002	0.000002	3680090	934702	0	0	0	0	0	0	0	SELECT * FROM `user_presents` WHERE `id` <= ? AND `user_id` > ? AND ( ( `user_id` - ? ) % ? = ? OR ( ( `user_id` - ? ) % ? = ? AND ( ( `user_id` - ? ) DIV ? ) % ? = ? ) )
isucon	aed61f7748b360f1e40964333c1d531f7ba837f227d8ecde01658c39084fbbe2	1	3.4978	3.4978	0.000003	0.000003	0	0	201303	0	0	0	0	0	0	LOAD DATA INFILE ? REPLACE INTO TABLE `user_presents` FIELDS ESCAPED BY ? IGNORE ? LINES
isucon	f2b9be5f0f32ca7507e4ddf133cd2fad0993a1c26fde9caa6f067b1af2b7603c	19177	3.468052	0.066161	0	0	0	0	0	0	0	0	0	0	0	COMMIT
isucon	12cef554e6a0f22df0ac73434326b0ed323e7ed7c3fdead115bb4d4c5d2df6ec	16	3.167519	0.385955	0	0	0	0	241638	0	0	0	0	0	0	INSERT INTO `user_present_all_received_history` VALUES (...) /* , ... */
	205fc324fd03a8618ba02a8d427b6dd39274da40a88354237f1802dba78d2f37	4814	2.11289	0.004171	0.014805	0.000003075	0	0	0	4814	0	0	0	0	0	SELECT `CONCAT_WS` ( ? , `w` . `REQUESTING_ENGINE_TRANSACTION_ID` , `w` . `REQUESTING_EVENT_ID` , `w` . `REQUESTING_ENGINE_LOCK_ID` , `w` . `BLOCKING_ENGINE_TRANSACTION_ID` , `w` . `BLOCKING_EVENT_ID` , `w` . `BLOCKING_ENGINE_LOCK_ID` ) AS `wait_key` , `w` . `REQUESTING_ENGINE_TRANSACTION_ID` , `w` . `BLOCKING_ENGINE_TRANSACTION_ID` , `rl` . `OBJECT_SCHEMA` , `rl` . `OBJECT_NAME` , `rl` . `INDEX_NAME` , `rl` . `LOCK_TYPE` , `rl` . `LOCK_MODE` , `rl` . `LOCK_DATA` , `bl` . `LOCK_TYPE` , `bl` . `LOCK_MODE` , `bl` . `LOCK_DATA` , `w` . `REQUESTING_THREAD_ID` , `rt` . `PROCESSLIST_ID` , `rs` . `SQL_TEXT` , `w` . `BLOCKING_THREAD_ID` , `bt` . `PROCESSLIST_ID` , `bs` . `SQL_TEXT` FROM `performance_schema` . `data_lock_waits` AS `w` JOIN `performance_schema` . `data_locks` AS `rl` ON `rl` . `ENGINE_LOCK_ID` = `w` . `REQUESTING_ENGINE_LOCK_ID` JOIN `performance_schema` . `data_locks` AS `bl` ON `bl` . `ENGINE_LOCK_ID` = `w` . `BLOCKING_ENGINE_LOCK_ID` LEFT JOIN
isucon	b4b99ca81bd3d804b2231ea2214f6737a68fa82bcde85c2b85aaa373aba2d933	2673	1.927598	0.013112	0.004652	0.00000174	364162	182081	0	0	0	0	0	0	0	SELECT * FROM `user_cards` WHERE `user_id` = ? ORDER BY `id`
isucon	22f20a4de577cf05f1b1a2479ce4100d806e3e6629915bec584cbff611813ebc	8	1.819348	0.389028	0	0	0	0	133932	0	0	0	0	0	0	INSERT INTO `user_items` VALUES (...) /* , ... */
isucon	aac399b32dbff1f3dc810610ef67f909fcab4e4c1f4398f81570a1b5a37f7d65	9103	1.283289	0.042733	0.010583	0.000001163	0	0	9103	0	0	0	0	0	0	INSERT INTO `user_session_current` ( `user_id` , `session_id` ) VALUES (...)
isucon	b3b1a9f5a2c7405e4253cf7c23bceb6f40e00088d83d6927c62a8a69562ede36	2540	1.135929	0.018485	0.003413	0.000001344	0	0	12700	0	0	0	0	0	0	INSERT INTO `user_state_events` ( `user_id` , `seq` , `payload` ) VALUES ( ?, ... , (_charset) ? ) , ( ?, ... , (_charset) ? ) , ( ?, ... , (_charset) ? ) , ( ?, ... , (_charset) ? ) , ( ?, ... , (_charset) ? )
