sample	timestamp	elapsed_ms	captured_waits	capture_error	wait_key	requesting_trx_id	blocking_trx_id	object_schema	object_table	object_index	request_lock_type	request_lock_mode	request_lock_data	blocking_lock_type	blocking_lock_mode	blocking_lock_data	requesting_thread_id	requesting_processlist_id	requesting_sql	blocking_thread_id	blocking_processlist_id	blocking_sql
0	2026-09-24T22:14:05.279205983Z	0	0																			
1	2026-09-24T22:14:05.329983985Z	50	0																			
2	2026-09-24T22:14:05.379991421Z	100	0																			
3	2026-09-24T22:14:05.430745306Z	151	0																			
4	2026-09-24T22:14:05.480477001Z	201	0																			
5	2026-09-24T22:14:05.530212472Z	251	0																			
6	2026-09-24T22:14:05.579900152Z	300	0																			
7	2026-09-24T22:14:05.630700249Z	351	0																			
8	2026-09-24T22:14:05.680441986Z	401	0																			
9	2026-09-24T22:14:05.730209701Z	451	0																			
10	2026-09-24T22:14:05.779965337Z	500	0																			
11	2026-09-24T22:14:05.83072914Z	551	0																			
12	2026-09-24T22:14:05.880475119Z	601	0																			
13	2026-09-24T22:14:05.930209082Z	651	0																			
14	2026-09-24T22:14:05.979908524Z	700	0																			
15	2026-09-24T22:14:06.03073222Z	751	0																			
16	2026-09-24T22:14:06.080442543Z	801	0																			
17	2026-09-24T22:14:06.130198386Z	850	0																			
18	2026-09-24T22:14:06.179967352Z	900	0																			
19	2026-09-24T22:14:06.230719683Z	951	0																			
20	2026-09-24T22:14:06.28049032Z	1001	0																			
21	2026-09-24T22:14:06.330190163Z	1050	0																			
22	2026-09-24T22:14:06.379884498Z	1100	0																			
23	2026-09-24T22:14:06.430738205Z	1151	0																			
24	2026-09-24T22:14:06.480446951Z	1201	0																			
25	2026-09-24T22:14:06.530207587Z	1251	0																			
26	2026-09-24T22:14:06.57988589Z	1300	0																			
27	2026-09-24T22:14:06.630615662Z	1351	0																			
28	2026-09-24T22:14:06.680364693Z	1401	0																			
29	2026-09-24T22:14:06.730070867Z	1450	0																			
30	2026-09-24T22:14:06.779904221Z	1500	0																			
31	2026-09-24T22:14:06.830669952Z	1551	0																			
32	2026-09-24T22:14:06.880415289Z	1601	0																			
33	2026-09-24T22:14:06.930131813Z	1650	0																			
34	2026-09-24T22:14:06.980882558Z	1701	0																			
35	2026-09-24T22:14:07.030649708Z	1751	0																			
36	2026-09-24T22:14:07.080348013Z	1801	0																			
37	2026-09-24T22:14:07.130126636Z	1850	0																			
38	2026-09-24T22:14:07.180828219Z	1901	0																			
39	2026-09-24T22:14:07.230586547Z	1951	0																			
40	2026-09-24T22:14:07.280341705Z	2001	0																			
41	2026-09-24T22:14:07.33005881Z	2050	0																			
42	2026-09-24T22:14:07.380848019Z	2101	0																			
43	2026-09-24T22:14:07.430613698Z	2151	0																			
44	2026-09-24T22:14:07.480377055Z	2201	0																			
45	2026-09-24T22:14:07.530133043Z	2250	0																			
46	2026-09-24T22:14:07.579862607Z	2300	0																			
47	2026-09-24T22:14:07.63062062Z	2351	0																			
48	2026-09-24T22:14:07.68036653Z	2401	0																			
49	2026-09-24T22:14:07.730106459Z	2450	0																			
50	2026-09-24T22:14:07.78082534Z	2501	0																			
51	2026-09-24T22:14:07.830565574Z	2551	0																			
52	2026-09-24T22:14:07.880313045Z	2601	0																			
53	2026-09-24T22:14:07.930056265Z	2650	0																			
54	2026-09-24T22:14:07.98082999Z	2701	0																			
55	2026-09-24T22:14:08.030573392Z	2751	0																			
