sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-23T14:38:38.322001724Z	0	26	151	1	2	3	4	0.000	35	0.000	379	0.000	317	0.000	0	0.000	0	0.000	0	0.000	351099	0.000	444647	0.000	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	18	0.000	0	0.000	0.000	1	0.000	4	0	0.000
1	2026-09-23T14:38:39.323186807Z	1001	26	151	3	2	1	4	0.000	37	1.998	405	25.969	339	21.974	0	0.000	0	0.000	0	0.000	376885	25755.478	477105	32419.580	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	20	1.998	0	0.000	0.000	1	0.000	4	0	0.000
2	2026-09-23T14:38:40.323650332Z	2001	26	151	3	2	1	4	0.000	37	0.000	427	21.990	360	20.990	0	0.000	0	0.000	0	0.000	401753	24856.478	508341	31221.528	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	21	1.000	0	0.000	0.000	1	0.000	4	0	0.000
3	2026-09-23T14:38:41.323106136Z	3001	26	151	3	2	1	4	0.000	37	0.000	449	22.012	381	21.011	0	0.000	0	0.000	0	0.000	426621	24881.540	539577	31253.008	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	22	1.001	0	0.000	0.000	1	0.000	4	0	0.000
4	2026-09-23T14:38:42.323649855Z	4001	26	151	3	2	1	4	0.000	37	0.000	471	21.988	402	20.989	0	0.000	0	0.000	0	0.000	451489	24854.486	570813	31219.025	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	23	0.999	0	0.000	0.000	1	0.000	4	0	0.000
5	2026-09-23T14:38:43.323471622Z	5001	26	151	3	2	1	4	0.000	37	0.000	493	22.004	423	21.004	0	0.000	0	0.000	0	0.000	476357	24872.434	602049	31241.569	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	24	1.000	0	0.000	0.000	1	0.000	4	0	0.000
6	2026-09-23T14:38:44.323301028Z	6001	26	151	3	2	1	4	0.000	37	0.000	515	22.004	444	21.004	0	0.000	0	0.000	0	0.000	501225	24872.243	633285	31241.329	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	25	1.000	0	0.000	0.000	1	0.000	4	0	0.000
7	2026-09-23T14:38:45.323081854Z	7001	26	151	3	2	1	4	0.000	37	0.000	537	22.005	465	21.005	0	0.000	0	0.000	0	0.000	526093	24873.452	664521	31242.848	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	26	1.000	0	0.000	0.000	1	0.000	4	0	0.000
8	2026-09-23T14:38:46.323611088Z	8001	26	151	3	2	1	4	0.000	37	0.000	559	21.988	486	20.989	0	0.000	0	0.000	0	0.000	550961	24854.846	695757	31219.477	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	27	0.999	0	0.000	0.000	1	0.000	4	0	0.000
9	2026-09-23T14:38:47.323186276Z	9001	26	151	3	2	1	4	0.000	37	0.000	581	22.009	507	21.009	0	0.000	0	0.000	0	0.000	575829	24878.569	726993	31249.275	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	28	1.000	0	0.000	0.000	1	0.000	4	0	0.000
10	2026-09-23T14:38:48.323273554Z	10001	26	151	3	2	1	4	0.000	37	0.000	603	21.998	528	20.998	0	0.000	0	0.000	0	0.000	600697	24865.830	758229	31233.274	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	29	1.000	0	0.000	0.000	1	0.000	4	0	0.000
11	2026-09-23T14:38:49.323956312Z	11001	26	151	3	2	1	4	0.000	37	0.000	627	23.984	550	21.985	0	0.000	0	0.000	0	0.000	626213	25498.591	790441	32190.022	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	31	1.999	0	0.000	0.000	1	0.000	4	0	0.000
12	2026-09-23T14:38:50.323724692Z	12001	26	151	3	2	1	4	0.000	37	0.000	649	22.005	571	21.005	0	0.000	0	0.000	0	0.000	651081	24873.761	821677	31243.236	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	32	1.000	0	0.000	0.000	1	0.000	4	0	0.000
13	2026-09-23T14:38:51.323274542Z	13001	26	151	3	2	1	4	0.000	37	0.000	671	22.010	592	21.009	0	0.000	0	0.000	0	0.000	675949	24879.200	852913	31250.068	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	33	1.000	0	0.000	0.000	1	0.000	4	0	0.000
14	2026-09-23T14:38:52.323894061Z	14001	26	151	3	2	1	4	0.000	37	0.000	693	21.986	613	20.987	0	0.000	0	0.000	0	0.000	700817	24852.603	884149	31216.660	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	34	0.999	0	0.000	0.000	1	0.000	4	0	0.000
15	2026-09-23T14:38:53.32358161Z	15001	26	151	3	2	1	4	0.000	37	0.000	715	22.007	634	21.007	0	0.000	0	0.000	0	0.000	725685	24875.772	915385	31245.763	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	35	1.000	0	0.000	0.000	1	0.000	4	0	0.000
16	2026-09-23T14:38:54.323208607Z	16001	26	151	3	2	1	4	0.000	37	0.000	737	22.008	655	21.008	0	0.000	0	0.000	0	0.000	750553	24877.280	946621	31247.656	8192	7257	0	16340	0.000	789	0.000	0.000	0	0	0.000	0	0.000	0	0.000	36	1.000	0	0.000	0.000	1	0.000	4	0	0.000
