+-------+--------+--------------------------------------+------+-----+-----+-----+--------+--------+---------+--------+--------+--------------+------------+
| COUNT | METHOD |                 URI                  | 2XX  | 3XX | 4XX | 5XX |  MAX   |  AVG   |   SUM   |  P90   |  P99   |  SUM(BODY)   | AVG(BODY)  |
+-------+--------+--------------------------------------+------+-----+-----+-----+--------+--------+---------+--------+--------+--------------+------------+
| 2307  | POST   | ^/user/[^/]+/present/receive$        | 2289 | 0   | 18  | 0   | 1.732  | 0.383  | 883.595 | 0.874  | 1.261  | 11074671.000 | 4800.464   |
| 1866  | POST   | /login                               | 1320 | 0   | 542 | 4   | 0.955  | 0.199  | 370.862 | 0.491  | 0.733  | 2044147.000  | 1095.470   |
| 2324  | GET    | ^/user/[^/]+/present/index/[^/]+$    | 2308 | 0   | 16  | 0   | 1.166  | 0.145  | 338.052 | 0.376  | 0.696  | 9970240.000  | 4290.120   |
| 1776  | POST   | ^/user/[^/]+/gacha/draw/[^/]+/[^/]+$ | 1765 | 0   | 11  | 0   | 1.037  | 0.184  | 326.557 | 0.482  | 0.763  | 3671634.000  | 2067.361   |
| 1781  | GET    | ^/user/[^/]+/gacha/index$            | 1775 | 0   | 6   | 0   | 1.061  | 0.127  | 226.258 | 0.363  | 0.705  | 15383387.000 | 8637.500   |
| 544   | POST   | /user                                | 529  | 0   | 15  | 0   | 1.251  | 0.385  | 209.656 | 0.758  | 1.017  | 3829782.000  | 7040.040   |
| 1849  | GET    | ^/user/[^/]+/home$                   | 1829 | 0   | 20  | 0   | 0.625  | 0.083  | 153.715 | 0.235  | 0.404  | 711197.000   | 384.639    |
| 1307  | POST   | ^/user/[^/]+/reward$                 | 1292 | 0   | 15  | 0   | 0.632  | 0.107  | 139.517 | 0.293  | 0.489  | 278193.000   | 212.849    |
| 509   | POST   | ^/user/[^/]+/card/addexp/[^/]+$      | 506  | 0   | 3   | 0   | 0.620  | 0.119  | 60.451  | 0.353  | 0.546  | 168738.000   | 331.509    |
| 510   | GET    | ^/user/[^/]+/item$                   | 510  | 0   | 0   | 0   | 0.612  | 0.095  | 48.673  | 0.288  | 0.511  | 783340.000   | 1535.961   |
| 507   | POST   | ^/user/[^/]+/card$                   | 503  | 0   | 4   | 0   | 0.891  | 0.085  | 43.037  | 0.245  | 0.437  | 106181.000   | 209.430    |
| 1     | POST   | /initialize                          | 1    | 0   | 0   | 0   | 20.720 | 20.720 | 20.720  | 20.720 | 20.720 | 18.000       | 18.000     |
| 4     | POST   | /admin/login                         | 2    | 0   | 2   | 0   | 0.090  | 0.053  | 0.212   | 0.090  | 0.090  | 433.000      | 108.250    |
| 1     | GET    | ^/admin/user/[^/]+$                  | 1    | 0   | 0   | 0   | 0.083  | 0.083  | 0.083   | 0.083  | 0.083  | 41010.000    | 41010.000  |
| 1     | GET    | /admin/master                        | 1    | 0   | 0   | 0   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  | 118563.000   | 118563.000 |
| 1     | PUT    | /admin/master                        | 1    | 0   | 0   | 0   | 0.002  | 0.002  | 0.002   | 0.002  | 0.002  | 58.000       | 58.000     |
| 1     | POST   | ^/admin/user/[^/]+/ban$              | 1    | 0   | 0   | 0   | 0.001  | 0.001  | 0.001   | 0.001  | 0.001  | 176.000      | 176.000    |
| 1     | DELETE | /admin/logout                        | 1    | 0   | 0   | 0   | 0.001  | 0.001  | 0.001   | 0.001  | 0.001  | 0.000        | 0.000      |
+-------+--------+--------------------------------------+------+-----+-----+-----+--------+--------+---------+--------+--------+--------------+------------+
