Count	Query	Sum(QueryTime)	Avg(QueryTime)	Max(QueryTime)	Min(QueryTime)	P95(QueryTime)	Sum(LockTime)	Avg(LockTime)	Max(LockTime)	Sum(RowsExamined)	Avg(RowsExamined)	Max(RowsExamined)	Sum(RowsSent)	Avg(RowsSent)
164	UPDATE `user_presents` SET `deleted_at`=N, `updated_at`=N WHERE `id` IN ('S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S')	29.527478	0.180046	0.549903	0.100450	0.323825	0.011212	0.000068	0.003944	4592	28.000000	28	0	0.000000
41	UPDATE `user_presents` SET `deleted_at`=N, `updated_at`=N WHERE `id` IN ('S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S')	6.564049	0.160099	0.290135	0.106702	0.254358	0.003604	0.000088	0.003563	1558	38.000000	38	0	0.000000
40	UPDATE `user_presents` SET `deleted_at`=N, `updated_at`=N WHERE `id` IN ('S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S')	6.405072	0.160127	0.270581	0.101017	0.261579	0.000043	0.000001	0.000002	1560	39.000000	39	0	0.000000
36	UPDATE `user_presents` SET `deleted_at`=N, `updated_at`=N WHERE `id` IN ('S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S')	5.938338	0.164954	0.283195	0.110773	0.252961	0.000036	0.000001	0.000002	1296	36.000000	36	0	0.000000
36	UPDATE `user_presents` SET `deleted_at`=N, `updated_at`=N WHERE `id` IN ('S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S')	5.733706	0.159270	0.259589	0.101989	0.256915	0.000038	0.000001	0.000002	1332	37.000000	37	0	0.000000
35	UPDATE `user_presents` SET `deleted_at`=N, `updated_at`=N WHERE `id` IN ('S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S')	5.274544	0.150701	0.278818	0.100478	0.205054	0.003871	0.000111	0.003835	1225	35.000000	35	0	0.000000
1	LOAD DATA INFILE /var/lib/mysql-files/5_user_presents_not_receive_data.tsv REPLACE INTO TABLE `user_presents` FIELDS ESCAPED BY | IGNORE 1 LINES	3.484490	3.484490	3.484490	3.484490	3.484490	0.000003	0.000003	0.000003	0	0.000000	0	0	0.000000
25	INSERT INTO `user_presents` (`id`,`user_id`,`sent_at`,`item_type`,`item_id`,`amount`,`present_message`,`created_at`,`updated_at`) VALUES (N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N)	3.099594	0.123984	0.227780	0.100384	0.184802	0.000322	0.000013	0.000293	0	0.000000	0	0	0.000000
24	INSERT INTO `user_presents` (`id`,`user_id`,`sent_at`,`item_type`,`item_id`,`amount`,`present_message`,`created_at`,`updated_at`) VALUES (N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N)	3.026862	0.126119	0.163304	0.103362	0.157183	0.000022	0.000001	0.000002	0	0.000000	0	0	0.000000
